name,link,tagline,likes,usedBy
Theme UI,https://www.figma.com/community/plugin/797015796747379907/theme-ui,Use your Theme UI config to quickly create color and text styles,85,6600
GPT Mate,https://www.figma.com/community/plugin/1223951614916514138/gpt-mate,🪄 Your creativity on AI autopilot with ChatGPT for Figma and FigJam,133,6500
Links manager 🔗 Edit links and url in any text layer,https://www.figma.com/community/plugin/1340332327846014838/links-manager-edit-links-and-url-in-any-text-layer,Get links' URL and text on all kinds of selection and any depth text layers nested.,1100,6500
Clippy — Add attachments to your Figma files!,https://www.figma.com/community/plugin/1270403910069102271/clippy-add-attachments-to-your-figma-files,Attach files to your Figma file for handoff!,156,6500
Presentator Export,https://www.figma.com/community/plugin/791989050714284849/presentator-export,Figma plugin to export design frames directly to Presentator,53,6400
SF Symbols Optimizer,https://www.figma.com/community/plugin/1265484574589944515/sf-symbols-optimizer,Optimize Icon to SVG file for import into SF Symbols 6 and SF Symbols 5.,45,6400
Thumblisher,https://www.figma.com/community/plugin/1037826586645134259/thumblisher,The easiest way to resize and scale your frames for different social media platforms.,94,6300
vga dithercore.exe,https://www.figma.com/community/plugin/1229002765654820927/vga-dithercore-exe,Crush colors & pixels.,326,6300
Color Contrast Generator,https://www.figma.com/community/plugin/1119749356529142486/color-contrast-generator,Create a beautiful color token with contrast according to WCAG.,74,6300
Spaciiing,https://www.figma.com/community/plugin/1129646367083296027/spaciiing,"Set spacing, filter selection, manage variables and more.",161,6300
Rename layer,https://www.figma.com/community/plugin/1089134960763588935/rename-layer,Bulk renaming based on specific contained text layer,40,6300
Skew Me 360,https://www.figma.com/community/plugin/1289057746552754703/skew-me-360,Skew any object with ease!,71,6300
Figma to Viewst,https://www.figma.com/community/plugin/908296269862423611/figma-to-viewst,Convert your Figma designs into animated HTML5 banners,62,6300
Export Figma Email Template to HTML - Postcards Email Builder,https://www.figma.com/community/plugin/1313474799330634583/export-figma-email-template-to-html-postcards-email-builder,Postcards email builder exports Figma email designs to HTML without requiring any coding.,115,6300
Codia AI VectorMagic: Image to Full-Color Vector/PNG to SVG,https://www.figma.com/community/plugin/1366064890688370504/codia-ai-vectormagic-image-to-full-color-vector-png-to-svg,Seamlessly convert Pixel Images/JPG/PNG to Full-Color Vector Graphics with AI automation,107,6300
Penpot Exporter,https://www.figma.com/community/plugin/1219369440655168734/penpot-exporter,Migrate your files from Figma to Penpot,188,6300
Morph Animation,https://www.figma.com/community/plugin/1294450680812113347/morph-animation,Animate vector path morphing with customizable animation,70,6200
Icon Library Manager,https://www.figma.com/community/plugin/1289313190495880345/icon-library-manager,Import SVGs and sync them to create and update icon libraries in seconds,26,6100
Import Large Image,https://www.figma.com/community/plugin/1270036712542508324/import-large-image,"Bring large images into the canvas, without being resized by Figma",109,6100
Image To Figma Design (beta),https://www.figma.com/community/plugin/1417763374654877658/image-to-figma-design-beta,"Convert, edit, iterate - for free: Screenshot-to-Figma made easy",34,6200
Columns to Rows,https://www.figma.com/community/plugin/883151892317735809/columns-to-rows,Convert auto layout tables from columns to rows and vice versa,79,6100
AllStock,https://www.figma.com/community/plugin/1235675201027690011/allstock,Search all of your favorite free image libraries at once,67,6100
Variable Utilities,https://www.figma.com/community/plugin/1271383289541400562/variable-utilities,Supercharge your variable workflows,212,6000
Show + Tell,https://www.figma.com/community/plugin/828388604797358819/show-tell,Generate presentations with a single click,251,6000
Magnifier,https://www.figma.com/community/plugin/1304128971729813386/magnifier,Magnify any part of your designs,300,6000
Shopify Image Importer,https://www.figma.com/community/plugin/1172665707104474205/shopify-image-importer,Import Shopify Product Images in Bulk,34,6000
Rulers Guides Helper,https://www.figma.com/community/plugin/1294690283893169132/rulers-guides-helper,The missing interface for manipulating ruler guides,17,6000
Stippling,https://www.figma.com/community/plugin/1409794712197371392/stippling,Create vector stippling & halftone effect from selected image or frame,637,5900
Visual Mockups - Devices & Branding Mockups,https://www.figma.com/community/plugin/1412299653088139669/visual-mockups-devices-branding-mockups,Various mockups and customized angles. Built to transform your design into realistic 3D mockups,41,6000
Ugic AI: Generate UI Based Any Component Library,https://www.figma.com/community/plugin/1402614000214503826/ugic-ai-generate-ui-based-any-component-library,"Create UIs from descriptions, multi-lingual, for any component library. Ideal for web/mobile.",577,5900
Repeat Grid,https://www.figma.com/community/plugin/1146242934742488044/repeat-grid,This plugin works similarly to the Adobe XD Repeat Grid system.,49,5900
Commentful Feedback Workflow,https://www.figma.com/community/plugin/1030968261424288884/commentful-feedback-workflow,Supercharge your Figma comments and gather external feedback from stakeholders,83,5900
Japanese Font Mixer,https://www.figma.com/community/plugin/1119612117220702803/japanese-font-mixer,和欧混植したい時、複数フォントの設定を簡単にするプラグインです,138,5900
"AI Design Reviewer: Enhance UI, Copy, CTA & Accessibility",https://www.figma.com/community/plugin/1339202278007297015/ai-design-reviewer-enhance-ui-copy-cta-accessibility,"Enhance your designs with 10X faster feedback on Copy, Accessibility, UI & Conversions.",178,5900
Figma to Tableau,https://www.figma.com/community/plugin/1300023354795998702/figma-to-tableau,Export your Figma design into a fully functional Tableau Dashboard in one click,185,5900
Design Tokens Manager,https://www.figma.com/community/plugin/1263743870981744253/design-tokens-manager,"Import variables from JSON files, Google Sheets, CSS files, Export variables to JSON files.",175,5800
LoremGenie,https://www.figma.com/community/plugin/1231632659866126028/loremgenie,Replace traditional Lorem Ipsum with rich and meaningful content.,87,5800
HCL Color,https://www.figma.com/community/plugin/889859275438287504/hcl-color,HCL color picker,129,5800
AI Image Generator - Text to Image Online,https://www.figma.com/community/plugin/1392338216394868499/ai-image-generator-text-to-image-online,"Generate images from text prompts with our AI, get free stock photos without Pexels or Unsplash",16,5800
Page Capture,https://www.figma.com/community/plugin/1256338758176314434/page-capture,Simplify your screenshot process,78,5800
Animate on Path,https://www.figma.com/community/plugin/1360032502633507393/animate-on-path,Create path animation in 2 clicks,170,5800
Repeater effect,https://www.figma.com/community/plugin/1331998824275465178/repeater-effect,Create cool repeater / duplicater effects on your shapes and text,226,5800
Adjust,https://www.figma.com/community/plugin/1262342347805726361/adjust,"Adjust hue, saturation, lightness in batch. Works with solid, gradient fills and images.",96,5800
Precise Gradients,https://www.figma.com/community/plugin/910239409824697350/precise-gradients,"Precision in design with Precise Gradients. Snap points, distribute evenly, and round values",91,5700
Radial Cloner,https://www.figma.com/community/plugin/1224915988174409248/radial-cloner,Create copies of your selections around a circle to make circular patterns,65,5700
React Icons for Figma,https://www.figma.com/community/plugin/1340641815879885011/react-icons-for-figma,React icons in Figma: Customize designs with ease.,46,5700
Print Variables,https://www.figma.com/community/plugin/1310832673817237972/print-variables,For print all variables into figma with visualizations,370,5600
Reset Text Layer Name,https://www.figma.com/community/plugin/768671547563304036/reset-text-layer-name,Reset your text layer names in a snap!,90,5600
gridissimo-converter,https://www.figma.com/community/plugin/1042543949816080060/gridissimo-converter,Generate grid styles via gridissimo.jamillazarev.com,27,5500
html2design,https://www.figma.com/community/plugin/1354402282325383952/html2design,Create figma editable design from html,11,5400
Canned Style,https://www.figma.com/community/plugin/1392338579595619092/canned-style,Quickly use awesome styles,454,5400
Export to CSS Animation,https://www.figma.com/community/plugin/1316914571143821889/export-to-css-animation,One-click export of animation to HTML/CSS from figma ✨,104,5400
Layers 3D,https://www.figma.com/community/plugin/1332288459623378370/layers-3d,"Your UI, but in 3D.",38,5400
Loops Feedback,https://www.figma.com/community/plugin/899973884500275319/loops-feedback,Instant audience feedback for creators,81,5300
Supa Snapshot,https://www.figma.com/community/plugin/1169056531116425831/supa-snapshot,"Instantly create, edit & share stunning design snapshots in Figma.",265,5300
"GreatFrontEnd – Figma to Code (HTML, CSS, Tailwind) for FREE",https://www.figma.com/community/plugin/1377511503285748115/greatfrontend-figma-to-code-html-css-tailwind-for-free,"Extremely fast conversion of Figma designs to HTML, CSS, or Tailwind code",96,5300
Pink,https://www.figma.com/community/plugin/1012211502448859068/pink,Makes everything you select in FigJam #FF5386 pink. This is the color of my brand gleb.sexy.,36,5200
Uwarp Font Replacer,https://www.figma.com/community/plugin/1326934612692352393/uwarp-font-replacer,Easy to change all fonts in your design work,138,5200
Check Character Limit,https://www.figma.com/community/plugin/982732544385962656/check-character-limit,Set and enforce character limits on text layers,42,5200
